sample_barcode	amplicon_index	amplicon_classification	amplicon_intervals
TCGA-EY-A1GC-01	4	Circular	"1:144490315-144690913,1:144785580-144986179,1:145844467-146045065,1:146805869-147187689,1:147386108-147586706,1:148449697-148650295,1:149106910-149307509,1:178302058-178636519,9:140675078-140885677,GL000192.1:388122-547496"
TCGA-EY-A1GC-01	5	Circular	6:151797162-152142435
TCGA-EY-A1GC-01	6	Circular	8:120523415-121270532
TCGA-EY-A1GC-01	7	Circular	20:17838882-18484846
TCGA-EY-A1GS-01	1	Linear	2:135924466-136016514
TCGA-EY-A1GS-01	10	Linear	6:132515567-132847661
TCGA-EY-A1GS-01	11	Linear	"5:0-12775705,5:14169708-14422313"
TCGA-EY-A1GS-01	12	Linear	6:138504920-138823548
TCGA-EY-A1GS-01	13	Heavily-rearranged	"7:87884283-101563933,9:114309956-114310542,GL000220.1:0-161802"
TCGA-EY-A1GS-01	14	Linear	10:112361807-112750835
TCGA-EY-A1GS-01	15	Linear	10:128052572-129061745
TCGA-EY-A1GS-01	16	Linear	13:61928641-62071929
TCGA-EY-A1GS-01	17	Linear	13:73809520-73832125
TCGA-EY-A1GS-01	18	Linear	13:90693547-90927381
TCGA-EY-A1GS-01	19	Linear	17:30583850-30838711
TCGA-EY-A1GS-01	2	Heavily-rearranged	"7:63846179-67825491,X:19469873-19470459,Y:13392022-13592607,Y:58866204-59126789,GL000235.1:0-34474,GL000228.1:1-129120,GL000216.1:33938-172294,GL000225.1:0-158601"
TCGA-EY-A1GS-01	20	Linear	19:7304491-7344986
TCGA-EY-A1GS-01	21	Linear	X:112077341-113178499
TCGA-EY-A1GS-01	3	Linear	1:234443973-234893420
TCGA-EY-A1GS-01	4	Linear	2:187363778-187467750
TCGA-EY-A1GS-01	5	Linear	10:32673632-35954937
TCGA-EY-A1GS-01	6	Linear	3:168972801-169501976
TCGA-EY-A1GS-01	7	Linear	5:26071475-26213169
TCGA-EY-A1GS-01	8	Linear	5:61314463-61645893
TCGA-EY-A1GS-01	9	Linear	5:146159699-146260077
TCGA-F1-6875-01	1	Linear	9:789931-962778
TCGA-F1-6875-01	10	Linear	9:14008651-14028180
TCGA-F1-6875-01	11	Linear	9:16613686-16719496
TCGA-F1-6875-01	12	BFB	"9:17728780-20369048,9:24776534-24777051,9:26059232-26059749"
TCGA-F1-6875-01	13	Linear	9:20807209-20953750
TCGA-F1-6875-01	14	Linear	9:23111313-23232890
TCGA-F1-6875-01	15	Linear	9:24689213-24776197
TCGA-F1-6875-01	16	Linear	9:24824748-24907576
TCGA-F1-6875-01	17	Linear	9:25353052-25369368
TCGA-F1-6875-01	18	Heavily-rearranged	"9:5049234-8289350,9:29391825-30280020"
TCGA-F1-6875-01	19	Linear	9:31044849-31112857
TCGA-F1-6875-01	2	Linear	9:26433916-26547175
TCGA-F1-6875-01	20	Linear	9:31116495-31381459
TCGA-F1-6875-01	21	Linear	9:34267437-34539341
TCGA-F1-6875-01	4	Linear	9:2037361-2121371
TCGA-F1-6875-01	5	Linear	9:3828608-5040386
TCGA-F1-6875-01	6	Linear	9:2593107-3020299
TCGA-F1-6875-01	7	Linear	9:3246490-3329768
TCGA-F1-6875-01	8	Linear	9:13123294-13301956
TCGA-F1-6875-01	9	Linear	9:10347221-10827412
TCGA-FD-A3B3-01	1	Heavily-rearranged	"12:38126577-38397362,12:38534036-38882797,12:39013565-39431916,12:42292807-44537554,12:45372563-45836733,12:47061811-48998344,12:71553730-72397757,GL000232.1:0-40652,GL000228.1:7849-28284,GL000199.1:0-169874"
TCGA-FD-A3B4-01	1	BFB	18:19898253-21730706
TCGA-FD-A3B6-01	10	BFB	12:91677506-94077685
TCGA-FD-A3B6-01	2	BFB	6:19810198-22100463
TCGA-FD-A3B6-01	5	BFB	"10:69820443-69840866,10:70669678-70670101,10:72436672-77283288,16:26743373-30320320,16:88109130-88309552"
TCGA-FD-A3B6-01	6	Linear	10:65590935-65874197
TCGA-FD-A3B6-01	7	BFB	12:88307002-88495906
TCGA-FD-A3B6-01	8	BFB	"2:54941222-54961645,2:54979808-55000231,4:27348304-27348727,7:0-532361,7:49924547-49964969,7:53599025-53619447,7:53697576-53742603,7:53765164-56470465,8:50456666-50457089,12:23809188-23829610,22:25095912-30493014,GL000242.1:0-43523"
TCGA-FD-A3B6-01	9	BFB	"2:126799550-126800174,2:127187948-127208370,2:127283068-131108829,19:13134730-13342025,X:54715149-54715572"
TCGA-FD-A3B7-01	2	BFB	7:51668110-57105763
TCGA-FD-A3B7-01	3	BFB	"4:118499917-118700342,4:119926800-120127226,4:142150127-148242749,7:49515370-49715795,7:65145790-65346215"
TCGA-FD-A3N5-01	1	Circular	6:19061226-22842848
TCGA-FD-A3N5-01	3	Linear	7:22889959-22946366
TCGA-FD-A3N5-01	4	Linear	7:16884240-18616374
TCGA-FD-A3N5-01	5	Heavily-rearranged	"1:148195076-148195604,4:34451467-34471995,7:7508922-10004859,7:52674551-57577885,7:57596829-57817357,7:62902471-63124576,7:63186539-63187067,7:63243950-63244478,7:63635307-63635835,7:63877982-63878510,7:65183337-65383864,17:21508606-21509134,20:25741218-25781745,20:26034854-26075381"
TCGA-FD-A3N5-01	6	BFB	"10:18475300-18475828,10:79304267-79519679,10:80783082-81444527"
TCGA-FD-A3N6-01	1	Circular	"5:37709384-37709848,7:4681642-11217552,7:103143597-109364625,7:112316673-113914853"
TCGA-FD-A3N6-01	2	Linear	8:85635387-88090200
TCGA-FD-A3NA-01	1	BFB	"1:32653787-32674226,2:62640196-62640636,16:7198893-14200025"
TCGA-FD-A3NA-01	2	Circular	8:98092168-104903091
TCGA-FD-A3SJ-01	1	Heavily-rearranged	"19:37927789-42234127,19:53952449-54152915"
TCGA-FD-A3SJ-01	2	Heavily-rearranged	"1:159635754-167250000,1:167865317-178223030,1:224388293-224388759,3:6039013-6353986,3:8930799-9598136,3:95193355-95193821,3:106356187-106356653,3:160069634-160070100,6:14108420-22383881,6:107307278-107307744,8:35761243-36949314,8:38528636-38529102,8:98002197-98002663,8:99704338-105019244,8:105844887-105845353,8:142115125-144559450,8:144822209-144822675,8:144856163-144856629,13:92821955-92861966,14:90911547-90912013,16:69454574-69455040,GL000208.1:0-92689,GL000214.1:0-137718,GL000221.1:0-155397"
TCGA-FD-A3SJ-01	3	Linear	19:43036758-46482754
TCGA-FD-A3SL-01	1	Linear	1:201130952-201494309
TCGA-FD-A3SL-01	2	BFB	3:8362242-12280288
TCGA-FD-A3SL-01	4	BFB	"20:30518231-33620247,21:15135308-15335790,21:16587893-16608375,21:18511834-18632316,21:20028454-20048935,21:36995653-39288829,GL000220.1:59822-161802,GL000212.1:0-150914"
TCGA-FD-A3SM-01	2	Circular	8:37026842-40576323
TCGA-FD-A3SO-01	1	Circular	7:52626726-52842745
TCGA-FD-A3SP-01	3	Heavily-rearranged	"2:13069710-19374543,2:48681405-49091680,2:49469077-49669518,2:50958132-51324962,2:54084261-54284702"
TCGA-FD-A3SR-01	3	Heavily-rearranged	"8:37291668-38133235,8:39665706-42292462"
TCGA-FD-A3SR-01	4	BFB	"8:26167206-26167647,16:7382548-9775998,16:23137669-25788110"
TCGA-FD-A3SR-01	5	BFB	"10:4942912-10789016,17:10264426-10264867"
TCGA-FD-A3SR-01	6	Linear	"18:107714-8010440,18:10348620-10349061"
TCGA-FF-8042-01	1	Linear	18:57318475-61078802
TCGA-FF-8042-01	10	Linear	18:51698174-55473765
TCGA-FF-8042-01	2	Circular	3:187477049-187957851
TCGA-FF-8042-01	3	Linear	18:66306103-66326770
TCGA-FF-8042-01	6	Linear	18:18697628-24559632
TCGA-FF-8042-01	7	Linear	18:31359710-39526043
TCGA-FF-8042-01	9	Heavily-rearranged	"9:26274741-26295355,9:92226168-92266782,18:41689839-41796507"
TCGA-FF-8043-01	1	Linear	16:31368815-31391475
TCGA-FF-8043-01	2	BFB	"2:60286245-64294169,2:64307319-65735395,2:67988415-67989072,2:87170074-87170731,2:124344494-124345151,X:98310625-98311282"
TCGA-FF-8043-01	3	Linear	16:30727643-30765789
TCGA-FF-8043-01	5	Linear	12:50575140-50997866
TCGA-FF-8043-01	6	Linear	12:71545318-74250210
TCGA-FF-8043-01	8	Linear	16:18940672-19559317
TCGA-FF-8043-01	9	Linear	16:30581937-30696006
TCGA-FG-6688-01	2	Circular	1:202432312-204986664
TCGA-FG-6688-01	3	Circular	7:54462438-55333361
TCGA-FG-6691-01	1	Linear	7:108619193-108864879
TCGA-FG-6692-01	1	Heavily-rearranged	"7:32872634-33163842,7:39803404-40003865"
TCGA-FG-6692-01	2	Circular	7:54567664-56167600
TCGA-FI-A2CY-01	12	BFB	19:28162443-33609623
TCGA-FI-A2CY-01	2	Circular	"3:14195923-14558430,3:66370472-66837308,3:196531337-198022430"
TCGA-FI-A2CY-01	5	BFB	"1:1259208-1459727,2:101846660-102288365,9:131343910-131544429,22:39844743-40905986,22:41101152-41391357"
TCGA-FI-A2D4-01	2	Linear	1:201990640-206429939
TCGA-FP-7998-01	2	Linear	9:4203213-4383219
TCGA-FP-7998-01	3	Linear	9:4999794-5423103
TCGA-FP-7998-01	4	Linear	9:3213468-3480431
TCGA-FS-A1YW-06	1	Circular	"9:24633916-28677238,9:34671060-34871611"
TCGA-FS-A1YY-06	1	Heavily-rearranged	"19:31359958-33329836,19:56015605-56116246,22:16883929-22392995,22:22438178-22638820"
TCGA-FS-A1Z0-06	2	Heavily-rearranged	"6:68458833-68559519,6:70632597-70733283,6:71313229-71513915,6:73689055-73889741,6:74202991-74409272,6:74485912-74703139,6:74846583-74967269,6:75675614-75876301,6:84927764-85158926,6:85304231-85324917,6:97337144-97556716,6:98668346-98869032,6:101727116-101927802,6:107355849-107619723,6:109674735-109929241,6:110051807-110152494,6:112115270-112231915,6:112278653-112556101,6:116683335-116884022,6:118206384-118407070,6:120501199-120701885,6:122063144-122277427,6:125614361-125815048,6:130116595-130317281,6:133930767-134546615,6:147825636-147846323,6:150431812-150754279,6:155441145-155670836,6:155809367-156048418,6:159404610-159628939,6:160225931-160226618"
TCGA-FS-A1Z3-06	2	BFB	"4:85961621-85962116,7:0-9272439,Y:27500910-27501405"
TCGA-FS-A1ZB-06	1	BFB	11:94934126-106005847
TCGA-FS-A1ZD-06	2	Heavily-rearranged	"7:83473335-83690714,7:130251109-130461621,7:150500099-150720184"
TCGA-FS-A1ZE-06	1	Linear	20:61435768-63025520
TCGA-FS-A1ZE-06	2	Linear	22:18256943-18693737
TCGA-FS-A1ZE-06	3	Linear	4:52178-2461359
TCGA-FS-A1ZE-06	4	Circular	"1:175350208-175370901,20:29922485-30127743,20:30520769-43319781"
TCGA-FS-A1ZE-06	5	Circular	"7:0-13081769,7:13174797-13175490,7:14742651-14943344,7:15150215-15958727,7:16154080-16174772,7:16645920-16846613,7:24292826-29296741,7:29554946-35180931,7:35321485-35342177,15:40853502-40874195,22:21270710-21471403,22:22433379-22470648,22:22648849-22891135,22:27096483-27297175,22:27986318-27987011,22:39004785-45691240,22:47620023-47620716,Y:58916452-59117145,GL000226.1:0-15008,GL000220.1:0-161802"
TCGA-FS-A1ZF-06	4	Heavily-rearranged	"6:26625059-26625762,7:63112264-141822109,12:74013774-74034477,12:108202555-108223258,16:76865006-76865709"
TCGA-FS-A1ZG-06	1	Heavily-rearranged	"5:1125043-1145803,5:1193908-1228070,5:2447619-3195488,5:5088812-5684219,5:5737893-5738654,5:6493471-6938485,5:7344215-7344976,5:7383108-8209245,5:8424235-8462607,5:8636753-9395740,5:9406691-9407452,5:10306414-10548247,5:10642632-11062873,5:12371475-12966504,5:13750951-18767595,5:19029519-19490899,5:19492064-19492825,5:19777456-19799487,5:20719942-20740702,5:23392319-23709439,5:35402678-35403439,5:35659777-36709507,5:41224448-41245209,GL000195.1:56260-182896"
TCGA-FS-A1ZG-06	5	Heavily-rearranged	"6:77582538-77583299,6:89449571-90131346,7:21607734-21608495,22:17788089-17788850,22:21504543-21705304,22:37127998-37148758,22:38294771-42844355"
TCGA-FS-A1ZJ-06	1	Heavily-rearranged	"13:48618062-48973004,13:52392060-56193779,17:14691030-15016137,17:15528297-15867711,17:17494709-18933803,17:21917832-22118577"
TCGA-FS-A1ZJ-06	12	Linear	4:38709553-42735209
TCGA-FS-A1ZJ-06	13	Linear	"4:148844960-148845705,4:148863878-150156375"
TCGA-FS-A1ZJ-06	14	Linear	9:4181404-4986210
TCGA-FS-A1ZJ-06	15	Linear	"13:30338048-33652682,13:81926709-81927454"
TCGA-FS-A1ZJ-06	19	Heavily-rearranged	"4:52604018-59101669,4:59305329-60572102,22:19465262-19486007,X:155160099-155270560"
TCGA-FS-A1ZJ-06	2	Linear	20:54147794-58907612
TCGA-FS-A1ZJ-06	3	Heavily-rearranged	"1:208993452-209706068,1:247437315-247638059"
TCGA-FS-A1ZJ-06	4	Linear	"1:217150805-220855844,1:233466607-233667351"
TCGA-FS-A1ZJ-06	5	Linear	1:220943988-221503511
TCGA-FS-A1ZJ-06	6	Heavily-rearranged	"1:201844924-201845669,1:223189346-227733562"
TCGA-FS-A1ZJ-06	7	Linear	"1:232741076-232864044,GL000220.1:0-161802"
TCGA-FS-A1ZJ-06	8	Heavily-rearranged	"4:22735005-29239311,4:29751670-29752415,4:30256788-30257533,19:7885924-7886669"
TCGA-FS-A1ZJ-06	9	BFB	"4:2915443-7103568,4:11808497-11809242,4:17238719-17439463,12:54478145-54498890"
TCGA-FS-A1ZK-06	1	Linear	4:55120581-55206044
TCGA-FS-A1ZK-06	10	Linear	5:7835138-7867620
TCGA-FS-A1ZK-06	12	Linear	5:100053999-101755566
TCGA-FS-A1ZK-06	13	Linear	5:115080594-115676399
TCGA-FS-A1ZK-06	14	Linear	17:49306885-49708441
TCGA-FS-A1ZK-06	15	Linear	6:8883293-9121141
TCGA-FS-A1ZK-06	16	Linear	6:28836816-29371587
TCGA-FS-A1ZK-06	17	Linear	6:17444428-17712859
TCGA-FS-A1ZK-06	19	Linear	7:94936128-94960049
TCGA-FS-A1ZK-06	2	Linear	5:98415056-98475752
TCGA-FS-A1ZK-06	20	Linear	6:53714364-53878814
TCGA-FS-A1ZK-06	22	Heavily-rearranged	"2:33041315-33241833,7:1-8277725,7:16552412-19716896,7:97615940-97616459,11:56013797-56570042,11:68695522-70704806,22:28778928-28779447,22:41076562-41380150,22:50218296-50218815,GL000202.1:0-40103"
TCGA-FS-A1ZK-06	23	Linear	12:25214130-25370539
TCGA-FS-A1ZK-06	24	Heavily-rearranged	"19:32869333-36242693,19:38682504-38683023"
TCGA-FS-A1ZK-06	25	Linear	8:54622648-54750299
TCGA-FS-A1ZK-06	26	Linear	20:48239643-49075530
TCGA-FS-A1ZK-06	27	Linear	22:28532645-28776893
TCGA-FS-A1ZK-06	29	Linear	22:33512742-33750518
TCGA-FS-A1ZK-06	3	Linear	4:54893868-55107618
TCGA-FS-A1ZK-06	30	Linear	19:38421844-38682126
TCGA-FS-A1ZK-06	32	Linear	7:15842551-16161801
TCGA-FS-A1ZK-06	33	Linear	7:15813893-15842315
TCGA-FS-A1ZK-06	34	Linear	7:16162519-16403855
TCGA-FS-A1ZK-06	35	Linear	7:44256205-44884414
TCGA-FS-A1ZK-06	36	Linear	12:25404603-25655648
TCGA-FS-A1ZK-06	4	Heavily-rearranged	"6:20580268-20580787,6:30363350-32466408,11:66899024-66899543,22:30825046-30845565,22:32346996-32378552,22:41539957-41818585,22:50484457-50685598"
TCGA-FS-A1ZK-06	5	Linear	4:55221800-56065302
TCGA-FS-A1ZK-06	8	Linear	4:61574184-61596039
TCGA-FS-A1ZK-06	9	Linear	22:37722383-38288071
TCGA-FS-A1ZN-01	1	Heavily-rearranged	"6:2533162-2733898,6:5176384-8978203,6:44373770-44574507,6:53439972-53460709,6:56311218-56311955"
TCGA-FS-A1ZN-01	2	Heavily-rearranged	"6:24321809-24522545,6:25992959-26193695,6:28770118-28970855,6:29588097-29788833,6:31113155-31313891,6:31984442-32085179,6:40451868-40665849,6:43334558-43435294,GL000234.1:0-40531,GL000220.1:0-161802"
TCGA-FS-A1ZP-06	2	Linear	8:58073842-60117133
TCGA-FS-A1ZP-06	3	Heavily-rearranged	"8:60539061-85909058,8:91311180-91333535,8:93717296-93940124,GL000220.1:0-161802"
TCGA-FS-A1ZP-06	4	Heavily-rearranged	"15:75624125-75624711,15:77356238-101884307,Y:27633567-27634153"
TCGA-FS-A1ZQ-06	1	Heavily-rearranged	"3:82822124-83022841,3:83436894-83457611,3:83482126-83502844,12:37760381-37964302,12:46467243-48346647,12:67290188-71987745,12:81209722-83274900,12:86984520-87385831"
TCGA-FS-A1ZQ-06	4	Circular	17:78810628-79160180
TCGA-FS-A1ZT-06	1	Heavily-rearranged	"11:70655374-70856092,11:72147940-72275374"
TCGA-FS-A1ZT-06	2	Heavily-rearranged	"11:81760706-81761425,20:61341814-62989837"
TCGA-FS-A1ZT-06	3	Heavily-rearranged	"11:49611689-49612408,20:54608166-55136953"
TCGA-FS-A1ZT-06	5	Heavily-rearranged	"9:24588453-24589172,11:45943263-45977409,11:65356300-68462758,11:70541324-70582043,11:73550158-75105847,11:76333437-81594621,20:6108659-6109378,20:37944392-38045110,20:49458754-53260841,20:56918224-57118942,20:57884551-58085270,20:60502049-60702768"
TCGA-FS-A1ZT-06	6	Heavily-rearranged	"11:82426614-82627332,11:84377778-85652710"
TCGA-FS-A1ZU-06	1	Linear	1:192992396-197822769
TCGA-FS-A1ZU-06	10	Linear	7:157696404-158385118
TCGA-FS-A1ZU-06	11	Linear	1:246113952-247065472
TCGA-FS-A1ZU-06	13	Linear	3:52290549-52309379
TCGA-FS-A1ZU-06	14	Linear	3:52530786-52566914
TCGA-FS-A1ZU-06	15	Linear	3:124377048-124406098
TCGA-FS-A1ZU-06	16	Linear	"8:115181571-130644896,8:130682433-145232496"
TCGA-FS-A1ZU-06	17	Linear	3:142351798-142400629
TCGA-FS-A1ZU-06	18	Linear	3:147024377-147332568
TCGA-FS-A1ZU-06	19	Linear	3:156950578-156982274
TCGA-FS-A1ZU-06	20	Linear	3:157253709-157338661
TCGA-FS-A1ZU-06	21	Linear	3:157678830-157718696
TCGA-FS-A1ZU-06	22	Linear	7:115439899-115581339
TCGA-FS-A1ZU-06	26	Linear	7:136202826-136217584
TCGA-FS-A1ZU-06	28	Linear	7:138084327-138140578
TCGA-FS-A1ZU-06	29	Linear	7:140670576-141986461
TCGA-FS-A1ZU-06	3	Linear	"3:136791894-137036247,3:137180644-137183444"
TCGA-FS-A1ZU-06	30	Linear	7:145972768-147660659
TCGA-FS-A1ZU-06	31	Linear	7:147662960-149450663
TCGA-FS-A1ZU-06	4	Linear	8:47460944-70952739
TCGA-FS-A1ZU-06	5	Linear	"8:70961160-93019652,GL000220.1:0-161802"
TCGA-FS-A1ZU-06	6	Linear	8:93020587-95556959
TCGA-FS-A1ZU-06	7	Linear	8:95576349-115163001
TCGA-FS-A1ZU-06	8	BFB	"1:144052759-144073369,1:197822961-206688912,1:247067648-247068259,1:247902551-248103161,7:133934196-134667478"
TCGA-FT-A3EE-01	2	Circular	6:63786009-64226397
TCGA-FU-A3HY-01	1	Linear	13:73808414-74054914
TCGA-FU-A3NI-01	1	Linear	"7:64218061-64418525,7:64879647-66961925"
TCGA-FU-A3NI-01	2	Linear	8:38612612-40344991
TCGA-FU-A3NI-01	4	Linear	19:42733642-46228591
TCGA-FV-A23B-01	1	Linear	"13:89005270-89103622,17:70829879-70850716"
TCGA-FV-A23B-01	2	Linear	6:45850295-45903525
TCGA-FV-A23B-01	3	Linear	13:109290566-112353825
TCGA-FV-A23B-01	4	Linear	6:44765534-45452456
TCGA-FV-A23B-01	5	Linear	6:55237722-55332545
TCGA-FV-A3I1-01	1	Linear	7:57028660-57622686
TCGA-FV-A3I1-01	2	Linear	19:15349244-15670208
TCGA-FV-A3I1-01	3	Linear	7:45529563-45890920
TCGA-FV-A4ZQ-01	1	Linear	11:72198058-72485511
TCGA-FV-A4ZQ-01	2	Linear	8:48040017-48494391
TCGA-FV-A4ZQ-01	3	Linear	8:47914921-48026323
TCGA-FX-A48G-01	1	Linear	9:86666992-86840390
TCGA-FX-A48G-01	3	Linear	9:86885020-87760478
TCGA-G2-A2EF-01	1	Heavily-rearranged	"4:15997570-15998023,9:13683740-21456931,9:30271808-31226024"
TCGA-G2-A2EF-01	2	Circular	5:82618889-82876505
TCGA-G2-A2EF-01	3	Heavily-rearranged	"6:16048901-21655301,6:35101096-35201548"
TCGA-G2-A2EF-01	4	Linear	19:6932175-10000055
TCGA-G2-A2EK-01	1	Circular	12:68509048-70567488
TCGA-G2-A2ES-01	1	BFB	"1:153972428-153972843,11:67400487-76006933"
TCGA-G2-A3IB-01	2	BFB	"11:65581475-70585924,X:24462158-24462590"
TCGA-G2-A3IE-01	1	Linear	"3:11855408-12055831,3:13005620-13206042,3:13582282-13782704,3:14168662-14369084,3:14398752-14599020,3:14686405-14886828,3:14939754-15140177,3:15196343-15574401"
TCGA-G2-A3IE-01	2	BFB	"5:38811231-38811654,5:141379160-141379583,10:101587739-101608161,22:17323929-29847321,X:44471845-44472268"
TCGA-G2-A3IE-01	3	BFB	"1:118841951-118842679,1:119190932-121130237,1:121134043-121364466,1:143972602-144023025,1:147289664-147510086,1:206461966-206662389,7:113176923-113177346,8:103376072-107468446,9:25399502-25399925,GL000232.1:0-40652"
TCGA-G2-A3VY-01	1	Linear	1:233015051-236775301
TCGA-G2-A3VY-01	10	Linear	8:36927443-38538655
TCGA-G2-A3VY-01	12	Heavily-rearranged	"12:110923418-110923898,14:37769086-37769566,16:60075262-63219207,19:28090968-31570614"
TCGA-G2-A3VY-01	2	Linear	2:17499751-22753945
TCGA-G2-A3VY-01	4	Heavily-rearranged	"2:51444793-51445273,6:11224960-24693279,20:29843972-32348660,20:32799223-32819702,22:32928073-32928553,GL000220.1:0-161802"
TCGA-G2-A3VY-01	5	Linear	21:25588955-26549805
TCGA-G2-A3VY-01	7	Heavily-rearranged	"3:178532208-179781636,20:20488400-22289784,21:22534172-25585265"
TCGA-G2-A3VY-01	8	Heavily-rearranged	"2:157201326-164315603,2:165107488-165432368,2:168111707-168112187,2:168387670-171737109,8:51629940-51630420,13:58066342-58066822"
TCGA-G2-A3VY-01	9	Linear	8:34964860-34997591
TCGA-G3-A25S-01	1	Linear	1:111083676-111222575
TCGA-G3-A25S-01	11	Linear	17:48453330-48924465
TCGA-G3-A25S-01	12	Linear	17:50613711-51490289
TCGA-G3-A25S-01	13	Linear	17:53153507-54537124
TCGA-G3-A25S-01	14	Linear	17:80215585-80917016
TCGA-G3-A25S-01	15	Heavily-rearranged	"17:45741000-47944460,17:51491248-51492055"
TCGA-G3-A25S-01	2	Linear	1:107855012-108286632
TCGA-G3-A25S-01	5	Linear	11:56529609-57081822
TCGA-G3-A25S-01	6	Heavily-rearranged	"1:111245385-111273548,11:57082412-57379305,11:68454873-69582977,11:76033428-76202700"
TCGA-G3-A25S-01	7	Linear	11:75796818-75808174
TCGA-G3-A25S-01	9	BFB	16:46507664-50156271
TCGA-G3-A25W-01	1	Linear	11:68580261-69687583
TCGA-G3-A5SL-01	1	Heavily-rearranged	"8:47460944-70206603,11:38811875-38832673"
TCGA-G3-A5SL-01	2	Linear	6:63098090-63221332
TCGA-G3-A5SL-01	3	Linear	8:135012847-145155701
TCGA-G3-A5SL-01	4	Linear	8:70211571-70952739
TCGA-G3-A5SL-01	5	Heavily-rearranged	"6:107287975-107308772,8:95576349-135003229,Y:18856184-18856982"
TCGA-G3-A5SL-01	6	Linear	"8:70961160-93019652,GL000220.1:0-161802"
TCGA-G3-A5SL-01	7	Linear	8:93020587-95556588
TCGA-G9-6496-01	1	Circular	"1:174471374-174471795,6:131936629-132137050,7:13184448-33930585,7:35620457-42875308,7:47110039-47916514,7:85218431-89215935,7:90427861-105445614,7:131963996-132166648,7:134024053-146412507"
TCGA-GC-A3BM-01	1	Circular	"11:77995709-79431625,11:80915076-81624335,11:83702984-84223941,11:90529466-91341722"
TCGA-GC-A3I6-01	4	Circular	20:29994262-33477089
TCGA-GC-A3RD-01	3	Circular	12:46620199-46853397
TCGA-GC-A3RD-01	4	Circular	"12:68420750-72400334,12:102009206-102394775,12:103582535-103793012,12:104496354-104496832"
TCGA-GC-A3RD-01	5	BFB	8:118442348-120972245
TCGA-GC-A3WC-01	2	Linear	4:71431659-71712497
TCGA-GD-A2C5-01	1	Linear	16:46551946-47371187
TCGA-GD-A2C5-01	2	Heavily-rearranged	"1:39356156-40636572,1:103830087-105326877,1:109909977-110606770,1:115586078-116822894,4:72433379-72433966,4:73139425-74867278,4:77240493-77241080,6:145652893-147563291"
TCGA-GD-A2C5-01	3	Linear	17:31958180-34336054
TCGA-GF-A2C7-01	4	Circular	7:105323249-106307526
TCGA-GM-A2DF-01	1	Heavily-rearranged	"8:34036884-34242419,8:34280215-34532102,8:34907470-36851901"
TCGA-GM-A2DF-01	10	Circular	"13:96156949-96157602,13:97708854-98708717,13:100249804-101476621,13:113480128-113500780,13:113542259-115169878"
TCGA-GM-A2DF-01	2	Linear	8:41705599-42933372
TCGA-GM-A2DF-01	3	Linear	13:110387922-112069529
TCGA-GM-A2DF-01	4	Linear	8:37654739-37947086
TCGA-GM-A2DF-01	5	Linear	8:38527041-39608963
TCGA-GM-A2DF-01	6	Linear	12:66505298-66956667
TCGA-GM-A2DF-01	9	Linear	13:113190120-113372094
TCGA-GM-A3XL-01	3	Linear	12:12040380-12188944
TCGA-GN-A262-06	1	Linear	9:28981525-38747688
